country,city,line,phase,start_year,end_year,is_regional_rail,length_km,tunnel_pct,tunnel_km,num_stations,is_anglo,ppp_rate,real_cost_2023_musd,cost_per_km_2023_musd
KR,Seoul,Jinjeop Line,Jinjeop Line,2014.0,2022.0,0.0,14.9,1.0,14.9,4.0,0.0,0.001,1698.8088743045791,114.0140184097033
KR,Seoul,Sillim Light Metro,Sillim Light Metro,2017.0,2022.0,0.0,7.8,1.0,7.8,11.0,0.0,0.001,972.9328846146417,124.73498520700534
KR,Seoul,Sin Ansan Line,Sin Ansan Line,2019.0,2025.0,0.0,44.7,1.0,44.7,15.0,0.0,0.0012,4452.964977672804,99.61890330364216
KR,Seoul,2020s program,2020s program,2020.0,2028.0,0.0,71.0,1.0,71.0,53.0,0.0,0.0011,7953.22,112.01718309859156
KR,Seoul,Line 9,Line 9 Phase 4,2021.0,2028.0,0.0,4.1,1.0,4.1,4.0,0.0,0.0012,864.6848356644646,210.898740405967
KR,Seoul,Sinbundang,Sinbundang Phase 3 Section 1,2022.0,,0.0,4.19,1.0,4.19,1.0,0.0,0.0012,576.3216187769863,137.5469257224311
KR,Seoul,Sinbundang,Sinbundang Phase 3 Section 2,2022.0,,0.0,3.59,1.0,3.59,2.0,0.0,0.0012,480.5154025906926,133.848301557296
KR,Seoul,Sinbundang,Sinbundang Phase 3 Section 3,2022.0,,0.0,2.571,1.0,2.571,1.0,0.0,0.0012,333.8374349928036,129.8473103822651
KW,Kuwait City,Kuwait Metro,Kuwait Metro,2020.0,2025.0,0.0,160.0,0.35,56.0,68.0,0.0,1.52,35790.36748824432,223.68979680152702
MX,Guadalajara,Line 3,Line 3,2014.0,2020.0,0.0,21.5,0.25,5.4,18.0,0.0,0.106,4150.620014686684,193.05209370635737
MX,Mexico City,Line 12,Line 12,2008.0,2012.0,0.0,24.5,0.43,10.5,20.0,0.0,0.13,8702.429749972485,355.20121428459123
MY,Kuala Lumpur,Kajang Line,Kajang Line,2012.0,2017.0,0.0,51.0,0.19,9.5,31.0,0.0,0.7,18920.313767234384,370.98654445557617
MY,Kuala Lumpur,Putrajaya Line (MRT 2),Putrajaya Line (MRT 2),2016.0,2023.0,0.0,52.2,0.26,13.5,41.0,0.0,0.7,25470.79267143086,487.94621975921183
NL,Amsterdam,Amsterdam North South,Amsterdam North South,2003.0,2018.0,0.0,9.7,0.73,7.1,8.0,0.0,1.3,5723.716934608015,590.0739107843316
NO,Oslo,Løren Line,Løren Line,2013.0,2016.0,0.0,1.6,1.0,1.6,1.0,0.0,0.107,183.16665661327386,114.47916038329615
NO,Oslo,Fornebu Line,Fornebu Line,2020.0,2029.0,0.0,8.2,1.0,8.2,6.0,0.0,0.103,3057.7026180019925,372.8905631709747
NZ,Auckland,City Rail Link,City Rail Link,2013.0,2024.0,1.0,3.5,1.0,3.5,4.0,1.0,0.677,3630.188323806186,1037.1966639446246
PA,Panama City,Line 1,Line 1,2010.0,2014.0,0.0,13.7,0.53,7.3,12.0,0.0,1.74,4639.209183689469,338.6284075685744
PA,Panama City,Line 2,Line 2,2015.0,2019.0,0.0,21.0,0.0,0.0,16.0,0.0,2.01,5321.967495920364,253.42702361525545
PA,Panama City,Line 3,Line 3,2020.0,2028.0,0.0,24.5,0.27,6.5,14.0,0.0,2.08,8320.0,339.59183673469386
PE,Lima,Line 2,Line 2,2014.0,2025.0,0.0,35.0,1.0,35.0,35.0,0.0,1.9,13215.58829525497,377.5882370072848
PH,Manila,Line 7,Line 7,2015.0,2021.0,0.0,22.8,0.15,3.4,14.0,0.0,0.055,4625.007160294217,202.8511912409744
PH,Manila,Line 5,Line 5,2019.0,2025.0,0.0,11.0,1.0,11.0,10.0,0.0,2.66,6923.743998906562,629.4312726278692
PH,Manila,Line 9,Line 9,2019.0,2025.0,0.0,28.3,1.0,28.3,13.0,0.0,0.055,20440.9746137944,722.2959227489188
PH,Manila,Line 4,Line 4,2021.0,2025.0,0.0,15.6,0.0,0.0,11.0,0.0,0.055,3261.5,209.07051282051282
PK,Lahore,Orange Line,Orange Line,2015.0,2020.0,0.0,27.1,0.06,1.6,26.0,0.0,0.033,7506.916522519582,277.00798976087015
PL,Łódź,Cross-City Line,Cross-City Line,2018.0,2023.0,1.0,5.25,1.0,5.25,2.0,0.0,0.561,1162.4334619471356,221.4158975137401
PL,Warsaw,Line 2,Line 2,2010.0,2015.0,0.0,6.5,1.0,6.5,7.0,0.0,0.557,4361.360412728556,670.9785250351624
PL,Warsaw,Line 2,Line 2 extension to Trocka,2015.0,2019.0,0.0,3.1,1.0,3.1,3.0,0.0,0.576,766.1306161879894,247.13890844773852
PL,Warsaw,Line 2,Line 2 extension to KJ,2015.0,2020.0,0.0,3.4,1.0,3.4,3.0,0.0,0.576,821.9793900783288,241.75864414068496
PL,Warsaw,Line 2,Line 2 extension to Bródno,2018.0,2022.0,0.0,4.0,1.0,4.0,3.0,0.0,0.571,941.1453871744247,235.28634679360619
PT,Lisbon,Circular line,Circular line,2021.0,2023.0,0.0,2.0,1.0,2.0,2.0,0.0,1.3,315.7556984167989,157.87784920839945
PT,Porto,"Pink line, yellow line","Pink line, yellow line",2019.0,2025.0,0.0,6.0,0.47,2.8,7.0,0.0,1.4,744.8490912507903,124.14151520846504
PT,Porto,Ruby line,Ruby line,2020.0,2026.0,0.0,6.3,1.0,6.3,8.0,0.0,1.4,683.1999999999999,108.44444444444444
QA,Doha,Doha Metro,Doha Metro,2013.0,2026.0,0.0,124.0,0.8991935483870968,111.5,,0.0,2.5,117717.77624196741,949.3369051771565
RO,Bucharest,Line 5,Line 5,2014.0,2019.0,0.0,6.9,1.0,6.9,10.0,0.0,0.596,2362.2755495631377,342.3587752990055
RO,Cluj-Napoca,Line 1,Line 1,2024.0,2031.0,0.0,21.0,1.0,21.0,19.0,0.0,0.584,8000.799999999999,380.99047619047616
RS,Belgrade,Metro Line 1,Metro Line 1,2021.0,2026.0,0.0,22.0,1.0,22.0,24.0,0.0,3.05,5490.0,249.54545454545453
RS,Belgrade,Metro Line 2,Metro Line 2,2021.0,2026.0,0.0,20.0,1.0,20.0,21.0,0.0,3.05,6710.0,335.5
RU,Kazan,Line 1,Kremliovskaya — Gorki,2000.0,2005.0,0.0,6.8,0.9705882352941176,6.6,4.0,0.0,0.07851678,1714.997842262365,252.20556503858313
RU,Kazan,Line 1,Kremliovskaya — Koz'ya Sloboda,2006.0,2010.0,0.0,2.6,1.0,2.6,1.0,0.0,0.069729191,296.04730016881325,113.86434621877432
RU,Kazan,Line 1,Koz'ya Sloboda — Aviastroitelnaya,2009.0,2013.0,0.0,4.8,1.0,4.8,3.0,0.0,0.054218971,881.3391489235038,183.61232269239662
RU,Kazan,Line 1,Prospekt Pobedy — Dubravnaya,2015.0,2018.0,0.0,1.1,1.0,1.1,1.0,0.0,0.04145218,267.94599862056134,243.58727147323754
RU,Kazan,Line 2,Stoletiye TaSSR (Fuchika) — Tulpar (Sakharova),2019.0,2027.0,0.0,5.37,1.0,5.37,4.0,0.0,0.028179223,1158.3808572004339,215.71338122913107
RU,Moscow,Line 12,Ulitsa Starokachalovskaya — Buninskaya Alleya,1999.0,2003.0,0.0,5.9,0.3389830508474576,2.0,5.0,0.0,0.101350115,1100.9955585825478,186.6094167089064
RU,Moscow,Line 13 | Monorail,Ulitsa Sergeya Eisenshteyna — Timiryazevskaya,2001.0,2004.0,0.0,5.13,0.0,0.0,6.0,0.0,0.042440081,345.63573012931886,67.37538599012063
RU,Moscow,Line 4,Kievskaya — Mezhdunarodnaya,2000.0,2006.0,0.0,2.72,1.0,2.72,1.0,0.0,0.120151627,1090.7885558737585,401.0252043653523
RU,Moscow,Line 10,Chkalovskaya — Trubnaya,2005.0,2007.0,0.0,3.2,1.0,3.2,2.0,0.0,0.05421897,1023.8222924497023,319.94446639053194
RU,Moscow,Line 3,Park Pobedy — Kuntsevskaya & Krylatskoe — Strogino,2005.0,2008.0,0.0,11.49,0.9434290687554395,10.84,3.0,0.0,0.05421897,2014.3519991628589,175.31348991843853
RU,Moscow,Line 3,Strogino — Mitino,2007.0,2009.0,0.0,8.51,1.0,8.51,3.0,0.0,0.05421897,2606.1932602279544,306.25067687755046
RU,Moscow,Line 10,Trubnaya — Mar'yina Roshcha,2007.0,2010.0,0.0,3.5,1.0,3.5,2.0,0.0,0.05421897,2015.8943426450285,575.9698121842938
RU,Moscow,Line 10,Mar'yino — Zyablikovo,2008.0,2011.0,0.0,4.2,1.0,4.2,3.0,0.0,0.05421897,1856.5849499224564,442.04403569582297
RU,Moscow,Line 8,Novogireevo — Novokosino,2009.0,2012.0,0.0,3.39,1.0,3.39,1.0,0.0,0.05421897,1301.4441192402242,383.90681983487434
RU,Moscow,Line 2,Krasnogvardeyskaya — Alma-Atinskaya,2011.0,2012.0,0.0,4.2,1.0,4.2,1.0,0.0,0.05421897,1160.4298580132925,276.2928233364982
RU,Moscow,Line 3,Mitino — Pyatnitskoe Shosse,2011.0,2012.0,0.0,1.0,1.0,1.0,1.0,0.0,0.04244008054788,393.1338277625263,393.1338277625263
RU,Moscow,Line 7,Vykhino — Zhulebino,2011.0,2013.0,0.0,5.18,0.9324324324324325,4.83,2.0,0.0,0.04828079208377,1766.2800295652148,340.9807006882655
RU,Moscow,Line 12,Bittsevskiy Park — Ulitsa Starokachalovskaya,2010.0,2014.0,0.0,4.52,1.0,4.52,2.0,0.0,0.04929274758182,1257.8728004928453,278.2904425869127
RU,Moscow,Line 8A,Delovoy Tsentr — Park Pobedy,2012.0,2014.0,0.0,3.35,1.0,3.35,0.0,0.0,0.04434558355556,1575.7759660632692,470.3808853920206
RU,Moscow,Line 7,Zhulebino — Kotelniki,2012.0,2015.0,0.0,1.54,1.0,1.54,1.0,0.0,0.04453936975297,592.2491621922898,384.5773780469414
RU,Moscow,Line 1,Yugo-Zapadnaya — Salaryevo,2011.0,2016.0,0.0,6.83,1.0,6.83,3.0,0.0,0.04440198056778,1873.513272675261,274.30648209008217
RU,Moscow,Line 8A,Park Pobedy — Ramenki,2012.0,2017.0,0.0,7.25,1.0,7.25,3.0,0.0,0.04518431182954,2858.9921467023137,394.34374437273294
RU,Moscow,Line 10,Maryina Roschcha — Seligerskaya,2011.0,2018.0,0.0,11.75,1.0,11.75,6.0,0.0,0.04326052881366,5922.366394590054,504.0311825183025
RU,Moscow,Line 2,Retchnoy Vokzal — Khovrino,2013.0,2018.0,0.0,2.92,1.0,2.92,2.0,0.0,0.04241467569204,1104.987131129026,378.42025038665275
RU,Moscow,Line 8A,Ramenki — Rasskazovka,2014.0,2018.0,0.0,15.3,1.0,15.3,7.0,0.0,0.04115489876644,4773.96825690704,312.0240690788915
RU,Moscow,Lines 11 (Great Circle) & 17,Delovoy Tsentr — Saviolovskaya,2014.0,2018.0,0.0,11.45,1.0,11.45,5.0,0.0,0.04190132605345,6058.177523459907,529.0984736646208
RU,Moscow,Line 1,Salaryevo — Novomoskovskaya,2016.0,2019.0,0.0,11.51,0.5655951346655083,6.51,2.0,0.0,0.04036805100883,1938.654412067425,168.4321817608536
RU,Moscow,Lines 11 (Great Circle) & 15,Aviamotornaya — Nekrasovka,2015.0,2020.0,0.0,21.43,1.0,21.43,8.0,0.0,0.03997771372224,8534.416579776158,398.2462239746224
RU,Moscow,Lines 8A & 8,Tretyakovskaya — Delovoy Tsentr,2018.0,2020.0,0.0,1.4,1.0,1.4,0.0,0.0,0.03855478193996,782.2379707798485,558.7414076998919
RU,Moscow,Line 11 (Great Circle),Khoroshovskaya — Kuntsevskaya,2017.0,2021.0,0.0,8.11,1.0,8.11,3.0,0.0,0.03725472052102,4676.316087921479,576.6111082517237
RU,Moscow,Line 11 (Great Circle),Prospekt Vernadskogo — Kuntsevskaya,2017.0,2021.0,0.0,8.41,1.0,8.41,4.0,0.0,0.0364892875344,4576.136145404117,544.1303383358046
RU,Moscow,Line 11 (Great Circle),"Kakhovskaya (incl. Kashirskaya, Varhavskaya) — Prospekt Vernadskogo",2017.0,2021.0,0.0,8.27,1.0,8.27,3.0,0.0,0.03572061031635,4654.395524220406,562.804779228586
RU,Moscow,Line 11 (Great Circle),Kashirskaya — Nizhegorodskaya,2018.0,2022.0,0.0,10.7,1.0,10.7,4.0,0.0,0.03974333999137,5178.557200875512,483.9773084930385
RU,Moscow,Line 11 (Great Circle),Saviolovskaya — Aviamotornaya,2017.0,2023.0,0.0,10.86,1.0,10.86,5.0,0.0,0.03685099509499,7108.556953823571,654.5632554165352
RU,Moscow,Line 10,Seligerskaya — Lianozovo,2018.0,2023.0,0.0,3.9,1.0,3.9,2.0,0.0,0.03417479223592,1489.9629844559593,382.0417908861434
RU,Moscow,Line 10,Lianozovo — Fiztekh,2020.0,2023.0,0.0,1.9,1.0,1.9,1.0,0.0,0.03217924258016,1106.965944757504,582.6136551355285
RU,Moscow,Line 8A,Rasskazovka — VKO Airport,2021.0,2023.0,0.0,4.9,0.9061224489795918,4.44,2.0,0.0,0.03327215500668,1878.446055212133,383.35633779839446
RU,Moscow,Line 16,Novatorskaya — Novomoskovskaya,2018.0,2024.0,0.0,15.6,1.0,15.6,7.0,0.0,0.03301058858796,6993.880780836192,448.3256910792431
RU,Moscow,Line 1,Novomoskovskaya — Potapovo,2019.0,2024.0,0.0,2.4,0.43750000000000006,1.05,1.0,0.0,0.03269105876105,786.7848646986434,327.8270269577681
RU,Moscow,Line 16,Novatorskaya — Krymskaya,2021.0,2025.0,0.0,7.1,1.0,7.1,3.0,0.0,0.03097970892896,3033.8738751219817,427.3061795946453
RU,Moscow,Line 16,Krymskaya — ZiL,2022.0,2025.0,0.0,2.5,1.0,2.5,1.0,0.0,0.03016850387055,1072.5506496057935,429.0202598423174
RU,Moscow,Line 17,Shelepikha — Lipovaya Roshcha — Ilyinskaya,2022.0,2026.0,0.0,19.32,1.0,19.32,8.0,0.0,0.02861722432015,8402.477511535351,434.9108442823681
RU,N. Novgorod,Line 1,Moskovskaya — Gor'kovskaya,2008.0,2012.0,0.0,3.4,0.6370588235294118,2.166,1.0,0.0,0.063206562,1943.086403490516,571.4960010266223
RU,N. Novgorod,Line 2,Moskovskaya — Strelka,2015.0,2018.0,0.0,3.1,1.0,3.1,1.0,0.0,0.04159821378393,554.0451121021638,178.7242297103754
RU,N. Novgorod,Line 1,Gor'kovskaya — Sennaya,2022.0,2026.0,0.0,3.29,1.0,3.29,2.0,0.0,0.02825590631215,1005.3748944044625,305.58507428707065
RU,Samara,Line 1,Alabinskaya — Teatralnaya,2022.0,2026.0,0.0,1.6,1.0,1.6,1.0,0.0,0.02817922305102,538.223160274482,336.3894751715512
RU,St. Petersburg,Line 5,Sadovaya — Mezhdunarodnaya,2004.0,2012.0,0.0,8.4,1.0,8.4,4.0,0.0,0.02973395395114,1868.5109899150243,222.44178451369336
RU,St. Petersburg,Line 2,Primorskaya — Begovaya,2014.0,2018.0,0.0,5.1,1.0,5.1,2.0,0.0,0.02970292013522,1068.248125662864,209.46041679664
RU,St. Petersburg,Line 5,Mezhdunarodnaya — Shushary,2011.0,2019.0,0.0,6.2,1.0,6.2,3.0,0.0,0.02970674254673,1140.510742246279,183.95334552359338
RU,St. Petersburg,Line 4,Spasskaya — Gorniy Institut,2015.0,2024.0,0.0,3.6,1.0,3.6,2.0,0.0,0.02950513115352,1356.832585799553,376.89794049987586
RU,St. Petersburg,Line 6,Kazakovskaya (Yugo-Zapadnaya) — Putilovskaya,2018.0,2025.0,0.0,2.57,1.0,2.57,2.0,0.0,0.02915219320978,2450.3449943176815,953.4416320302263
RU,St. Petersburg,Line 2,Begovaya — Kamenka,2022.0,2028.0,0.0,5.0,1.0,5.0,2.0,0.0,0.02823135914499,3616.07339058081,723.2146781161621
RU,St. Petersburg,Line 6,Putilovskaya — Karetnaya,2024.0,2030.0,0.0,7.0,1.0,7.0,4.0,0.0,0.02821073481878,3608.4094301857585,515.4870614551083
RU,Yekaterinburg,Line 1,Geologicheskaya — Botanicheskaya,2007.0,2012.0,0.0,4.2,1.0,4.2,2.0,0.0,0.063206562,1413.1537479931023,336.4651780935958
SA,Ad Dammam,Dammam Metro,Dammam Metro (a-Sharqiya),2014.0,,0.0,50.0,0.0,0.0,,0.0,1.623,36286.5572880361,725.731145760722
SA,Jeddah,Jeddah Metro,Jeddah Metro,2014.0,2025.0,0.0,161.1,0.12414649286157667,20.0,81.0,0.0,1.435,22137.51941843834,137.4147698227085
SA,Riyadh,Blue,Blue,2015.0,2016.0,0.0,38.0,0.4263157894736842,16.2,22.0,0.0,1.82,15618.559116231752,411.0147135850461
SA,Riyadh,Green,Green,2015.0,2016.0,0.0,12.9,0.9302325581395349,12.0,11.0,0.0,1.82,5284.74336808939,409.67002853406126
SA,Riyadh,Orange,Orange,2014.0,2017.0,0.0,40.7,0.14004914004914004,5.7,20.0,0.0,1.82,11907.336183415824,292.56354259006935
SA,Riyadh,Purple,Purple,2014.0,2019.0,0.0,29.9,0.0,0.0,6.0,0.0,1.82,7927.115052134086,265.12090475364835
SA,Riyadh,Red,Red,2014.0,2020.0,0.0,25.3,0.0,0.0,13.0,0.0,1.82,6855.883288332182,270.9835291830902
SA,Riyadh,Yellow,Yellow,2014.0,2020.0,0.0,29.6,0.0,0.0,8.0,0.0,1.82,5403.769119622936,182.55976755482888
SE,Gothenburg,West Link,West Link,2018.0,2026.0,1.0,8.0,0.75,6.0,3.0,0.0,0.112,3181.420827176664,397.677603397083
SE,Malmo,Citytunneln,Citytunneln,2005.0,2010.0,1.0,17.0,0.35,6.0,3.0,0.0,0.106,1541.05918351214,90.65054020659647
SE,Stockholm,Citybanan,Citybanan,2007.0,2017.0,1.0,7.4,0.81,6.0,2.0,0.0,0.1125,2777.4728709089327,375.3341717444503
SE,Stockholm,Blue Line,Barkarby,2020.0,2026.0,0.0,3.3,1.0,3.3,2.0,0.0,0.113,758.3278372547468,229.79631431962022
SE,Stockholm,Green Line,Arenastaden,2020.0,2030.0,0.0,4.1,1.0,4.1,2.0,0.0,0.113,809.5429409058903,197.44949778192446
SE,Stockholm,Blue Line,Nacka/Söderort,2020.0,2030.0,0.0,11.5,1.0,11.5,6.0,0.0,0.113,2996.0118337548492,260.5227681525956
SG,Singapore,Circle Line,Circle Line Stages 1-5,2002.0,2012.0,0.0,35.5,1.0,35.5,30.0,1.0,1.16,13637.538752399416,384.1560211943497
SG,Singapore,Downtown MRT Line,Downtown MRT Line,2008.0,2017.0,0.0,41.9,1.0,41.9,34.0,1.0,1.18,32886.38013188498,784.8778074435556
SG,Singapore,Thomson MRT Line,Thomson MRT Line,2014.0,2024.0,0.0,43.0,1.0,43.0,32.0,1.0,1.13,33669.45360385203,783.0105489267913
SG,Singapore,Circle Line,Circle Line Stage 6,2017.0,2025.0,0.0,4.0,1.0,4.0,3.0,1.0,1.13,6162.746101044395,1540.6865252610987
TH,Bangkok,Sukhumvit Line,Sukhumvit Line to Kheka,2012.0,2018.0,0.0,12.8,0.0,0.0,9.0,0.0,0.087,2800.4685828052197,218.7866080316578
TH,Bangkok,Blue Line,Blue Line extension,2011.0,2020.0,0.0,26.9,0.2,5.4,19.0,0.0,0.081,7464.85253882211,277.5038118521231
TH,Bangkok,Sukhumvit Line,Sukhumvit Line to Khu Khot,2015.0,2020.0,0.0,19.0,0.0,0.0,16.0,0.0,0.081,5926.749751321801,311.93419743798955
TH,Bangkok,Pink Line,Pink Line,2017.0,2022.0,0.0,34.5,0.0,0.0,30.0,0.0,0.081,5476.172750795011,158.72964495058
TH,Bangkok,Yellow Line,Yellow Line,2017.0,2022.0,0.0,30.4,0.0,0.0,23.0,0.0,0.081,5287.245997629637,173.92256571150122
TH,Bangkok,Orange Line,Orange Line,2017.0,2025.0,0.0,35.9,0.75,27.0,28.0,0.0,0.081,21433.73969753109,597.040102995295
TH,Bangkok,Brown Line,Brown Line,2020.0,,0.0,22.1,0.0,0.0,18.0,0.0,0.081,4614.209553427019,208.78776259850764
TH,Chiang Mai,Red Line,Red Line,2022.0,2027.0,0.0,15.8,0.46,7.2,12.0,0.0,0.081,2187.0,138.41772151898735
TR,Adana,First stage,First stage,1996.0,2010.0,0.0,13.9,0.25,3.5,13.0,0.0,2.0,1614.195119047619,116.1291452552244
TR,Ankara,M4,M4,2003.0,2017.0,0.0,9.22,1.0,9.22,9.0,0.0,1.1,1537.0923065634515,166.71283151447412
TR,Bursa,Bursaray,Bursaray,1997.0,2014.0,0.0,39.0,0.1603,6.25,38.0,0.0,2.1,1348.9411458333334,34.58823450854701
TR,Istanbul,M4,M4 Phase 1,2005.0,2012.0,0.0,21.7,1.0,21.7,16.0,0.0,1.7,3136.3980413634936,144.53447195223475
TR,Istanbul,Marmaray,BC1,2004.0,2013.0,1.0,13.6,1.0,13.6,4.0,0.0,1.7,4401.580931028214,323.645656693251
TR,Istanbul,M3,M3 Phase 1,2006.0,2013.0,0.0,16.1,1.0,15.9,11.0,0.0,1.6,3004.8757236673146,186.6382437060444
TR,Istanbul,M1,M1A-M1B (LR),1987.0,2014.0,0.0,26.6,0.3646616541353383,9.7,23.0,0.0,2.2,3433.471317073171,129.07786906290116
TR,Istanbul,M2,M2,1992.0,2014.0,0.0,23.5,0.9148936170212766,21.5,17.0,0.0,2.0,8313.06543478261,353.74746530989825
TR,Istanbul,M6,M6,2013.0,2015.0,0.0,3.3,1.0,3.3,4.0,0.0,2.0,320.7443667207353,97.19526264264707
TR,Istanbul,M4,M4 Phase 2,2013.0,2016.0,0.0,4.4,1.0,4.4,3.0,0.0,2.3,446.47854204550725,101.47239591943344
TR,Istanbul,M5,M5 Phase 1,2011.0,2018.0,0.0,19.7,1.0,19.7,16.0,0.0,2.3,2560.598790804035,129.97963405096627
TR,Istanbul,Marmaray,CR3,2011.0,2019.0,1.0,63.0,0.0,0.0,36.0,0.0,2.3,3837.941374669327,60.91970435983058
TR,Istanbul,M4,M4 Phase 3,2015.0,2022.0,0.0,7.5,1.0,7.5,4.0,0.0,3.0,618.8518042109539,82.51357389479385
TR,Istanbul,M11,M11 Phase 1,2016.0,2022.0,0.0,37.5,1.0,37.5,9.0,0.0,3.0,4040.334432462244,107.74225153232652
TR,Istanbul,M8,M8,2016.0,2022.0,0.0,14.3,1.0,14.3,11.0,0.0,3.0,2270.453420011969,158.7729664344034
TR,Istanbul,M3,M3 Phase 3,2017.0,2022.0,0.0,6.2,1.0,6.2,4.0,0.0,3.3,799.9500328038608,129.0241988393324
TR,Istanbul,M11,M11 Phase 2,2018.0,2022.0,0.0,32.0,1.0,32.0,7.0,0.0,3.3,3558.786935640294,111.21209173875918
TR,Istanbul,M3,M3 Phase 2,2015.0,2023.0,0.0,8.9,1.0,8.4,8.0,0.0,3.0,1190.6472265574578,133.78058725364693
TR,Istanbul,M9,M9,2016.0,2023.0,0.0,13.4,1.0,13.4,12.0,0.0,3.3,1502.383087349456,112.11814084697431
TR,Istanbul,M12,M12 ,2017.0,2023.0,0.0,13.0,1.0,13.0,11.0,0.0,3.3,2711.8267260665125,208.6020558512702
TR,Istanbul,M7,M7 Phase1-2,2014.0,2024.0,0.0,23.75,0.9621,22.85,19.0,0.0,3.0,3203.663408394841,134.89109087978278
TR,Istanbul,M4 P4-M10,M4 P4-M10,2017.0,2024.0,0.0,14.0,1.0,14.0,8.0,0.0,3.3,1336.4876701531236,95.4634050109374
TR,Istanbul,M10,M10-P2,2022.0,2026.0,0.0,3.9,1.0,3.9,2.0,0.0,0.27,782.19,200.56153846153848
TR,Istanbul,M5,M5 Phase 2-M13,2016.0,2027.0,0.0,17.8,1.0,17.8,13.0,0.0,3.0,2349.1147983430924,131.972741479949
TR,Istanbul,M1,M1B,2017.0,2027.0,0.0,9.7,0.95,9.3,10.0,0.0,3.3,3053.718920756846,314.81638358317997
TR,Istanbul,M7,M7 Phase 3,2017.0,2027.0,0.0,18.5,0.972972972972973,18.0,11.0,0.0,3.3,3482.249705692571,188.22971382122006
TR,Izmir,M1,M1 (Phase 1),1995.0,2000.0,0.0,11.6,0.2931,3.4,10.0,0.0,2.0,2243.20490797546,193.37973344616037
TR,Izmir,M1,M1 (Phase 3),2010.0,2012.0,0.0,2.25,1.0,2.25,2.0,0.0,1.0,143.58742592436172,63.81663374416077
TR,Izmir,M1,M1  (Phase 2),2005.0,2014.0,0.0,5.35,1.0,5.35,6.0,0.0,1.1,387.34726125398987,72.40135724373643
TW,Kaohsiung,Red and Orange Lines,Red and Orange Lines,2001.0,2008.0,0.0,43.0,0.74,31.8,38.0,0.0,0.0664,19418.21164976178,451.5863174363205
TW,Kaohsiung,Urban Railway Underground,Urban Railway Underground,2008.0,2018.0,1.0,15.4,1.0,15.4,10.0,0.0,0.0664,8673.665493357144,563.2250320361782
TW,Taichung,Green Line,Green Line,2010.0,2020.0,0.0,16.7,0.0,0.0,18.0,0.0,0.0664,5065.116894204213,303.3004128265996
TW,Tainan,Underground Project,Underground Project,2019.0,2024.0,1.0,8.2,1.0,8.2,3.0,0.0,0.0664,2192.1901605639,267.34026348340245
TW,Taipei,Neihu Line,Neihu Line,2002.0,2009.0,0.0,14.8,0.26,3.8,12.0,0.0,0.0664,6600.487487655913,445.9788843010752
TW,Taipei,"System to 2012, ex-Neihu","System to 2012, ex-Neihu",1988.0,2012.0,0.0,93.90000000000002,0.65,60.89999999999999,92.0,0.0,0.0664,65476.93927096864,697.3049975609013
TW,Taipei,Xinyi Line,Xinyi Line,2002.0,2013.0,0.0,6.5,1.0,6.5,7.0,0.0,0.0664,3805.578701854906,585.4736464392163
TW,Taipei,Airport MRT,Airport MRT,2006.0,2017.0,0.0,51.0,0.21,10.7,22.0,0.0,0.0664,10240.275929385301,200.78972410559413
TW,Taipei,Circular Line,Circular Line first section,2011.0,2020.0,0.0,15.4,0.07,1.1,14.0,0.0,0.0664,5972.769588746799,387.84218108745443
TW,Taipei,Xinyi Line,Xinyi Line East Extension,2016.0,2022.0,0.0,1.4,1.0,1.4,1.0,0.0,0.0664,712.2430256163532,508.7450182973951
TW,Taipei,Sanying Line,Sanying Line,2016.0,2023.0,0.0,14.29,0.0,0.0,12.0,0.0,0.0664,3972.7333206601033,278.0079300671871
TW,Taipei,Danhai LRT,Danhai LRT,2014.0,2024.0,0.0,14.0,0.0,0.0,20.0,0.0,0.0664,1289.7659478265218,92.12613913046583
TW,Taipei,Taoyuan MRT Green Line,Taoyuan MRT Green Line,2019.0,2026.0,0.0,27.8,0.45,12.5,21.0,0.0,0.0664,6793.316904133536,244.36391741487537
TW,Taipei,Wanda Line,Wanda Line Phase 2,2021.0,2028.0,0.0,13.3,0.21052631578947367,2.8,13.0,0.0,0.068,4581.9787583779025,344.5096810810453
TW,Taipei,Taoyuan Underground,Taoyuan Underground,2019.0,2030.0,1.0,17.9,1.0,17.9,8.0,0.0,0.0664,7011.84,391.722905027933
TW,Taipei,Keelung MRT,Keelung MRT,2023.0,2032.0,0.0,16.0,0.1,1.6,13.0,0.0,0.0664,2822.0,176.375
TW,Taipei,Taoyuan MRT Brown Line,Taoyuan MRT Brown Line,2019.0,,0.0,11.5,0.0,0.0,8.0,0.0,0.0664,1528.9211739161012,132.9496672970523
UA,Kharkiv,M3,M3 extension,2018.0,2024.0,0.0,3.5,1.0,3.5,2.0,0.0,3.9,1675.2593999335718,478.64554283816335
UA,Kyiv,M3,M3 to Vynohradar,2018.0,2022.0,0.0,3.7,1.0,3.7,2.0,0.0,0.121,853.7333011579881,230.73873004269944
UA,Kyiv,M4,M4,2021.0,2026.0,0.0,20.0,0.65,13.0,13.0,0.0,3.0,6000.0,300.0
UK,London,Jubilee line,Jubilee line extension,1993.0,1999.0,0.0,16.0,0.8,12.8,11.0,1.0,1.4,8515.343082217973,532.2089426386233
UK,London,Crossrail,Crossrail,2009.0,2022.0,1.0,21.0,1.0,21.0,8.0,1.0,1.4,23987.712098288306,1142.2720046803954
